Customer ID,Customer Name,Age,Gender,Marital Status,Income Range,State,City,Loyalty Tier,Subscription Status
cbb27312,Customer_32,68,Female,Married,<40K,New York,Chicago,Bronze,Inactive
8c2d5246,Customer_33,27,Female,Divorced,>100K,Illinois,Chicago,Gold,Active
a0b4e6c4,Customer_34,64,Female,Divorced,<40K,New York,Chicago,Silver,Active
8e0f9436,Customer_35,44,Female,Single,60K-80K,New York,Houston,Silver,Inactive
8571f1df,Customer_36,49,Male,Single,40K-60K,Florida,Los Angeles,Silver,Inactive
fc7811cb,Customer_37,73,Female,Divorced,>100K,Texas,Chicago,Silver,Active
2525f97f,Customer_38,58,Male,Married,<40K,California,Houston,Gold,Active
6a8f7fb3,Customer_39,65,Male,Married,<40K,California,Miami,Bronze,Inactive
a31bd053,Customer_40,54,Female,Divorced,>100K,Florida,Dallas,Gold,Active
d8812100,Customer_41,33,Female,Single,60K-80K,New York,Miami,Silver,Active
4df0f47a,Customer_42,20,Male,Divorced,80K-100K,Florida,Houston,Bronze,Active
beb4ef1b,Customer_43,21,Male,Divorced,60K-80K,New York,Dallas,Gold,Inactive
362db856,Customer_44,36,Female,Single,80K-100K,Texas,Miami,Silver,Inactive
99628743,Customer_45,35,Male,Divorced,<40K,New York,Chicago,Bronze,Inactive
656a6ddf,Customer_46,43,Male,Married,>100K,California,Los Angeles,Silver,Active
6bc2ae38,Customer_47,41,Female,Single,60K-80K,Illinois,Los Angeles,Silver,Active
9a47e171,Customer_48,50,Male,Divorced,40K-60K,New York,Los Angeles,Silver,Inactive
44b9ddfd,Customer_49,34,Female,Married,60K-80K,Illinois,Miami,Silver,Active
1c81704d,Customer_50,20,Male,Divorced,>100K,New York,Houston,Gold,Inactive
f51f4b0d,Customer_51,27,Male,Single,>100K,Texas,Miami,Gold,Inactive
8ae340e7,Customer_52,61,Female,Married,>100K,Florida,Dallas,Silver,Active
148e4449,Customer_53,43,Female,Married,60K-80K,New York,Dallas,Gold,Inactive
4374b0d9,Customer_54,56,Male,Single,>100K,California,Dallas,Gold,Inactive
d8e94852,Customer_55,45,Female,Married,80K-100K,Texas,Miami,Gold,Inactive
bb8c3cef,Customer_56,24,Male,Single,<40K,California,Chicago,Silver,Inactive
cc16e2e3,Customer_57,37,Male,Married,80K-100K,New York,Chicago,Silver,Active
2ef14b92,Customer_58,72,Female,Married,>100K,New York,Miami,Silver,Active
a1998a4c,Customer_59,59,Male,Divorced,>100K,Florida,Houston,Silver,Active
b369b3a9,Customer_60,71,Female,Single,<40K,Texas,Dallas,Gold,Active
6182ec96,Customer_61,73,Female,Married,>100K,Texas,Houston,Silver,Inactive
709103ee,Customer_62,31,Male,Divorced,>100K,New York,Chicago,Gold,Inactive
e2effe8d,Customer_63,43,Female,Married,60K-80K,Illinois,Houston,Bronze,Inactive
e4b3c3aa,Customer_64,40,Male,Married,<40K,Texas,Dallas,Silver,Inactive
bd2eab70,Customer_65,61,Female,Divorced,60K-80K,Florida,Houston,Bronze,Active
a62636fb,Customer_66,27,Female,Divorced,<40K,Illinois,Los Angeles,Bronze,Inactive
c8b970c9,Customer_67,44,Male,Married,<40K,California,Houston,Gold,Inactive
f4cc64fb,Customer_68,18,Female,Married,60K-80K,California,Dallas,Bronze,Inactive
ad37281a,Customer_69,21,Male,Divorced,80K-100K,Florida,Houston,Gold,Inactive
cf3c12d6,Customer_70,51,Male,Single,40K-60K,California,Chicago,Gold,Active
eeb5c8f8,Customer_71,30,Female,Divorced,60K-80K,Texas,Houston,Silver,Inactive
0b611246,Customer_72,45,Female,Divorced,80K-100K,New York,Miami,Silver,Active
0e8d117f,Customer_73,57,Male,Divorced,40K-60K,Texas,Houston,Gold,Active
a3518285,Customer_74,47,Female,Divorced,80K-100K,California,Los Angeles,Gold,Inactive
c811b58b,Customer_75,50,Female,Married,>100K,Florida,Miami,Silver,Active
b654eaf9,Customer_76,52,Male,Divorced,80K-100K,New York,Houston,Silver,Active
fc5fc483,Customer_77,68,Male,Married,60K-80K,Illinois,Miami,Silver,Inactive
a391079b,Customer_78,66,Male,Single,60K-80K,New York,Dallas,Silver,Inactive
5d75368c,Customer_79,19,Male,Single,80K-100K,Texas,Miami,Bronze,Inactive
8d6e0e6f,Customer_80,19,Female,Divorced,40K-60K,Texas,Miami,Gold,Active
0c2ee267,Customer_81,71,Male,Married,80K-100K,Florida,Miami,Bronze,Inactive
4e9009ec,Customer_82,69,Male,Divorced,>100K,New York,Miami,Silver,Active
4284dae2,Customer_83,47,Female,Divorced,<40K,New York,Chicago,Bronze,Inactive
240b2f09,Customer_84,60,Male,Married,80K-100K,Illinois,Miami,Silver,Active
7131abc2,Customer_85,35,Female,Married,<40K,New York,Chicago,Silver,Inactive
d534d72c,Customer_86,22,Female,Single,60K-80K,Texas,Dallas,Silver,Inactive
e638d33c,Customer_87,48,Female,Married,>100K,California,Miami,Bronze,Inactive
1a842156,Customer_88,40,Female,Divorced,80K-100K,Texas,Houston,Bronze,Active
f0891b89,Customer_89,50,Female,Divorced,80K-100K,Texas,Houston,Gold,Inactive
eccd1899,Customer_90,40,Male,Married,40K-60K,Florida,Dallas,Bronze,Inactive
21aa88da,Customer_91,47,Female,Married,60K-80K,New York,Los Angeles,Bronze,Inactive
f4c2d866,Customer_92,71,Female,Divorced,<40K,California,Los Angeles,Gold,Active
387946ef,Customer_93,29,Male,Single,60K-80K,New York,Dallas,Bronze,Active
5e86fee0,Customer_94,25,Male,Divorced,<40K,California,Chicago,Silver,Inactive
3f7f113b,Customer_95,42,Male,Divorced,80K-100K,Illinois,Dallas,Gold,Inactive
201d287c,Customer_96,39,Female,Divorced,40K-60K,New York,Houston,Gold,Active
16eb56be,Customer_97,22,Female,Married,80K-100K,Texas,Los Angeles,Silver,Active
d61dd5a9,Customer_98,35,Male,Married,>100K,Texas,Miami,Bronze,Inactive
12954e13,Customer_99,19,Male,Married,60K-80K,Florida,Dallas,Silver,Inactive
6e0dacc6,Customer_100,19,Female,Single,40K-60K,Texas,Chicago,Silver,Inactive
e0324c81,Customer_101,72,Male,Married,>100K,Florida,Dallas,Silver,Active
1f98f30c,Customer_102,54,Male,Married,60K-80K,Texas,Dallas,Silver,Active
7d1277c7,Customer_103,28,Female,Married,60K-80K,New York,Dallas,Gold,Inactive
01e5a694,Customer_104,51,Male,Divorced,60K-80K,California,Chicago,Silver,Active
aaaa086d,Customer_105,20,Female,Divorced,60K-80K,Florida,Chicago,Bronze,Active
9d3907d4,Customer_106,45,Male,Married,<40K,Illinois,Los Angeles,Silver,Inactive
c28a18ac,Customer_107,50,Female,Divorced,60K-80K,Florida,Miami,Silver,Inactive
6ab8b22c,Customer_108,25,Female,Married,80K-100K,Texas,Chicago,Bronze,Inactive
318158c1,Customer_109,61,Female,Divorced,<40K,New York,Chicago,Bronze,Inactive
785e3d68,Customer_110,23,Female,Divorced,60K-80K,New York,Chicago,Silver,Inactive
ffc51cf7,Customer_111,73,Female,Married,80K-100K,Florida,Dallas,Silver,Inactive
51ff4631,Customer_112,43,Female,Divorced,>100K,Florida,Chicago,Bronze,Inactive
845225d5,Customer_113,61,Male,Divorced,40K-60K,New York,Dallas,Gold,Active
2175d0cf,Customer_114,29,Female,Single,80K-100K,Florida,Miami,Bronze,Active
2c1d2e87,Customer_115,66,Female,Single,<40K,Illinois,Dallas,Gold,Active
891f058a,Customer_116,51,Female,Single,<40K,California,Los Angeles,Gold,Active
42caca17,Customer_117,47,Female,Married,<40K,Illinois,Los Angeles,Bronze,Inactive
9d982500,Customer_118,38,Female,Divorced,60K-80K,Texas,Dallas,Bronze,Active
0e01a293,Customer_119,50,Male,Divorced,60K-80K,Texas,Miami,Gold,Inactive
e4c0d6bd,Customer_120,52,Female,Single,40K-60K,New York,Miami,Bronze,Active
d04bbb8d,Customer_121,32,Female,Divorced,>100K,California,Chicago,Silver,Active
518d45fe,Customer_122,34,Male,Divorced,60K-80K,California,Houston,Gold,Inactive
bb5b1678,Customer_123,68,Female,Divorced,60K-80K,New York,Houston,Silver,Active
26a72cc8,Customer_124,22,Male,Single,60K-80K,Illinois,Houston,Silver,Active
98dcdf31,Customer_125,50,Female,Divorced,<40K,California,Miami,Bronze,Inactive
732e7cf3,Customer_126,34,Male,Divorced,>100K,New York,Dallas,Gold,Active
4f48b6ae,Customer_127,74,Male,Single,>100K,California,Los Angeles,Gold,Inactive
1e7af2b8,Customer_128,46,Male,Single,40K-60K,Texas,Dallas,Gold,Inactive
3b6ae66c,Customer_129,18,Male,Single,<40K,Florida,Dallas,Bronze,Inactive
88c4a1e7,Customer_130,58,Male,Married,>100K,California,Dallas,Gold,Inactive
824b2ebe,Customer_131,34,Male,Married,<40K,California,Dallas,Silver,Inactive
be5176f9,Customer_132,27,Male,Single,80K-100K,Florida,Los Angeles,Bronze,Inactive
6f63859c,Customer_133,51,Male,Divorced,80K-100K,New York,Chicago,Bronze,Inactive
d9c4f5ff,Customer_134,72,Female,Married,80K-100K,Texas,Houston,Gold,Inactive
d22a7b0a,Customer_135,18,Male,Single,>100K,Florida,Houston,Silver,Inactive
890dc5a3,Customer_136,50,Female,Divorced,80K-100K,Illinois,Los Angeles,Bronze,Active
930571cc,Customer_137,74,Female,Single,60K-80K,Illinois,Houston,Gold,Active
508190b6,Customer_138,52,Male,Married,40K-60K,Illinois,Los Angeles,Silver,Inactive
97e8e572,Customer_139,70,Male,Divorced,60K-80K,New York,Dallas,Silver,Active
7ff57fb0,Customer_140,74,Female,Single,40K-60K,Florida,Houston,Bronze,Inactive
a0cbdb5a,Customer_141,38,Female,Divorced,>100K,New York,Los Angeles,Gold,Active
77ae00d3,Customer_142,36,Male,Divorced,<40K,Texas,Miami,Gold,Inactive
af2df2ff,Customer_143,24,Female,Divorced,40K-60K,New York,Houston,Silver,Active
5586b9c2,Customer_144,62,Male,Single,40K-60K,Florida,Dallas,Silver,Active
1e543399,Customer_145,29,Female,Single,<40K,Illinois,Dallas,Bronze,Inactive
cabf9d0d,Customer_146,68,Female,Single,<40K,Texas,Chicago,Silver,Inactive
48a05b97,Customer_147,68,Male,Married,<40K,Texas,Houston,Silver,Inactive
71f61234,Customer_148,41,Male,Divorced,80K-100K,Illinois,Miami,Gold,Active
569db369,Customer_149,40,Male,Divorced,40K-60K,Illinois,Los Angeles,Silver,Active
29a568a0,Customer_150,25,Male,Divorced,>100K,California,Chicago,Bronze,Inactive
4d768821,Customer_151,31,Male,Divorced,40K-60K,Florida,Miami,Silver,Inactive
45f68aad,Customer_152,58,Female,Single,40K-60K,New York,Los Angeles,Silver,Active
5de8dd20,Customer_153,26,Female,Married,60K-80K,Florida,Chicago,Bronze,Active
27063235,Customer_154,39,Male,Divorced,>100K,Florida,Miami,Silver,Active
346d1163,Customer_155,73,Male,Single,>100K,California,Dallas,Gold,Inactive
ab94f541,Customer_156,41,Female,Single,>100K,New York,Los Angeles,Bronze,Active
2f3afd10,Customer_157,22,Male,Divorced,60K-80K,New York,Miami,Silver,Inactive
81e3451b,Customer_158,29,Male,Divorced,>100K,Florida,Los Angeles,Bronze,Inactive
feeb5fe5,Customer_159,61,Female,Single,40K-60K,Florida,Dallas,Gold,Active
ceabde06,Customer_160,44,Female,Single,>100K,Florida,Los Angeles,Bronze,Active
5bea72a6,Customer_161,46,Female,Married,60K-80K,California,Houston,Bronze,Inactive
55495d8e,Customer_162,19,Female,Single,<40K,Texas,Dallas,Silver,Inactive
092b723b,Customer_163,54,Male,Married,>100K,Florida,Houston,Silver,Inactive
e114da9f,Customer_164,55,Female,Divorced,80K-100K,Texas,Dallas,Silver,Inactive
7c611f91,Customer_165,40,Male,Single,<40K,California,Dallas,Gold,Inactive
af5c257d,Customer_166,41,Female,Married,>100K,New York,Dallas,Bronze,Inactive
d16769ce,Customer_167,33,Male,Divorced,60K-80K,California,Dallas,Silver,Active
57c48660,Customer_168,73,Male,Single,80K-100K,New York,Los Angeles,Bronze,Inactive
c1f10368,Customer_169,60,Female,Married,60K-80K,California,Houston,Gold,Inactive
47b08627,Customer_170,60,Female,Married,80K-100K,California,Miami,Silver,Inactive
0b294fc0,Customer_171,36,Female,Divorced,<40K,New York,Chicago,Bronze,Active
fa3ef557,Customer_172,35,Male,Single,<40K,New York,Miami,Bronze,Inactive
e880c213,Customer_173,18,Female,Divorced,>100K,Florida,Dallas,Silver,Active
89ca4a2e,Customer_174,53,Female,Single,60K-80K,New York,Miami,Bronze,Active
5a2d6f95,Customer_175,22,Female,Married,80K-100K,Florida,Houston,Gold,Active
3ad66f1a,Customer_176,62,Female,Single,>100K,California,Dallas,Bronze,Inactive
099b4002,Customer_177,33,Male,Single,60K-80K,Illinois,Miami,Silver,Inactive
b44dc53b,Customer_178,67,Female,Divorced,<40K,Illinois,Dallas,Silver,Inactive
f94af9a6,Customer_179,66,Male,Single,<40K,Florida,Houston,Bronze,Active
d538cc97,Customer_180,68,Male,Divorced,40K-60K,Illinois,Houston,Silver,Inactive
5ce6b24a,Customer_181,51,Female,Single,80K-100K,New York,Los Angeles,Bronze,Inactive
0d8965a2,Customer_182,67,Male,Single,40K-60K,New York,Los Angeles,Bronze,Active
087d28ea,Customer_183,62,Female,Single,80K-100K,California,Miami,Bronze,Inactive
a2c9358c,Customer_184,33,Male,Divorced,80K-100K,Texas,Chicago,Gold,Active
e25eefaf,Customer_185,71,Male,Divorced,<40K,New York,Houston,Gold,Active
62e6a196,Customer_186,73,Female,Married,>100K,Illinois,Dallas,Bronze,Inactive
01a28ac0,Customer_187,18,Male,Single,40K-60K,Illinois,Chicago,Gold,Active
9c719bd2,Customer_188,66,Female,Married,<40K,Florida,Dallas,Silver,Active
1ee2d3f9,Customer_189,40,Female,Single,80K-100K,Illinois,Houston,Bronze,Inactive
ae709778,Customer_190,61,Female,Divorced,<40K,Florida,Los Angeles,Gold,Inactive
a109d376,Customer_191,34,Male,Single,40K-60K,Texas,Miami,Silver,Active
cb570d76,Customer_192,45,Female,Single,<40K,New York,Miami,Gold,Active
86f6c1c9,Customer_193,53,Male,Single,<40K,Florida,Dallas,Silver,Active
b4476bae,Customer_194,60,Male,Single,80K-100K,Texas,Miami,Silver,Inactive
01e86d10,Customer_195,65,Male,Married,40K-60K,California,Miami,Gold,Inactive
23b3474c,Customer_196,71,Male,Single,<40K,Florida,Miami,Gold,Inactive
a84f29af,Customer_197,33,Male,Single,<40K,Texas,Houston,Silver,Active
2ddef169,Customer_198,55,Male,Divorced,60K-80K,New York,Chicago,Silver,Inactive
40f6af2a,Customer_199,32,Male,Single,60K-80K,Florida,Houston,Silver,Inactive
a8167d28,Customer_200,32,Male,Divorced,60K-80K,Texas,Miami,Gold,Inactive
1ad4f0d2,Customer_201,62,Female,Married,>100K,Florida,Miami,Silver,Active
6b780e00,Customer_202,71,Male,Single,<40K,New York,Chicago,Gold,Active
5d30f5b7,Customer_203,59,Female,Divorced,80K-100K,New York,Houston,Silver,Inactive
4bed10ee,Customer_204,63,Male,Married,80K-100K,California,Dallas,Bronze,Inactive
e62c2b62,Customer_205,53,Female,Married,60K-80K,Florida,Los Angeles,Gold,Inactive
c9ffff8d,Customer_206,18,Female,Divorced,<40K,Texas,Chicago,Silver,Inactive
ad518e23,Customer_207,46,Male,Single,40K-60K,Illinois,Los Angeles,Gold,Active
3a2ed360,Customer_208,40,Male,Divorced,40K-60K,New York,Houston,Bronze,Active
a93bd208,Customer_209,33,Male,Single,<40K,California,Houston,Bronze,Inactive
b5c38c2a,Customer_210,49,Male,Married,80K-100K,Texas,Los Angeles,Bronze,Inactive
a72bebae,Customer_211,63,Male,Married,>100K,Illinois,Dallas,Bronze,Active
337279e3,Customer_212,47,Male,Divorced,80K-100K,New York,Houston,Silver,Active
f46d26ed,Customer_213,34,Female,Single,<40K,Illinois,Miami,Gold,Active
bb4ff7dd,Customer_214,70,Male,Single,<40K,Texas,Chicago,Silver,Inactive
cb7cfcc1,Customer_215,18,Female,Divorced,>100K,Texas,Los Angeles,Gold,Active
82140075,Customer_216,48,Male,Divorced,<40K,New York,Houston,Silver,Inactive
7e15dccc,Customer_217,34,Female,Single,60K-80K,California,Houston,Bronze,Inactive
eb23bc76,Customer_218,41,Male,Divorced,60K-80K,California,Dallas,Silver,Inactive
aeb517f3,Customer_219,70,Female,Divorced,60K-80K,Illinois,Miami,Gold,Active
7083a1d9,Customer_220,62,Female,Single,<40K,New York,Miami,Bronze,Inactive
29212b28,Customer_221,47,Male,Divorced,<40K,Illinois,Dallas,Silver,Active
ae0f2b7b,Customer_222,47,Female,Single,>100K,Illinois,Miami,Silver,Inactive
e4c7ce40,Customer_223,48,Female,Divorced,60K-80K,Florida,Houston,Gold,Active
d46279f5,Customer_224,57,Female,Married,<40K,New York,Chicago,Gold,Active
b1352cfc,Customer_225,41,Female,Married,80K-100K,California,Los Angeles,Bronze,Inactive
3770dbde,Customer_226,70,Female,Single,>100K,Florida,Dallas,Bronze,Active
1a5a83b5,Customer_227,22,Female,Single,40K-60K,California,Miami,Bronze,Inactive
71c8d3cd,Customer_228,29,Male,Married,80K-100K,Illinois,Chicago,Bronze,Inactive
3efd9d56,Customer_229,23,Male,Divorced,<40K,Texas,Dallas,Gold,Inactive
6b29ce1f,Customer_230,46,Male,Married,<40K,New York,Los Angeles,Bronze,Inactive
546d546c,Customer_231,55,Male,Married,<40K,Florida,Dallas,Gold,Inactive
7b754d25,Customer_232,64,Female,Single,40K-60K,California,Los Angeles,Gold,Inactive
7f973b5d,Customer_233,50,Female,Married,60K-80K,New York,Chicago,Gold,Active
3e09700a,Customer_234,69,Male,Divorced,<40K,Texas,Houston,Gold,Active
5406db8c,Customer_235,51,Male,Single,80K-100K,California,Los Angeles,Silver,Active
bce05120,Customer_236,72,Male,Married,<40K,Texas,Houston,Gold,Inactive
48ad3b84,Customer_237,32,Female,Married,>100K,Illinois,Dallas,Silver,Inactive
34313798,Customer_238,27,Male,Married,80K-100K,Texas,Miami,Gold,Inactive
35794856,Customer_239,55,Male,Single,>100K,California,Miami,Bronze,Inactive
282a5a3f,Customer_240,44,Male,Divorced,>100K,Illinois,Miami,Bronze,Active
11b46223,Customer_241,18,Male,Single,>100K,Illinois,Miami,Bronze,Active
b9d92cc8,Customer_242,71,Male,Single,80K-100K,Texas,Dallas,Gold,Active
9c29957f,Customer_243,58,Male,Divorced,80K-100K,Texas,Dallas,Gold,Inactive
2acf62a3,Customer_244,49,Male,Divorced,60K-80K,Illinois,Dallas,Gold,Active
c6768e70,Customer_245,60,Female,Single,<40K,Illinois,Dallas,Gold,Active
0712c063,Customer_246,27,Male,Married,<40K,Florida,Dallas,Silver,Inactive
3bcc1b54,Customer_247,58,Male,Married,<40K,California,Miami,Gold,Active
1b3a78c4,Customer_248,28,Female,Married,<40K,New York,Houston,Gold,Active
5081ced3,Customer_249,73,Male,Married,>100K,Florida,Miami,Silver,Active
1a357120,Customer_250,62,Female,Divorced,40K-60K,Florida,Dallas,Gold,Inactive
438e80a0,Customer_251,40,Male,Single,60K-80K,California,Dallas,Silver,Inactive
df4b551c,Customer_252,18,Female,Divorced,40K-60K,Illinois,Los Angeles,Bronze,Inactive
e3dd93af,Customer_253,55,Female,Married,60K-80K,Texas,Los Angeles,Gold,Inactive
3fe65454,Customer_254,26,Female,Divorced,60K-80K,New York,Houston,Silver,Active
ad61c162,Customer_255,36,Male,Single,80K-100K,Texas,Los Angeles,Bronze,Inactive
8e2be12f,Customer_256,58,Female,Married,<40K,California,Houston,Bronze,Inactive
6d0567f5,Customer_257,47,Female,Divorced,60K-80K,Illinois,Houston,Gold,Inactive
ef2e8c34,Customer_258,28,Male,Divorced,80K-100K,Florida,Dallas,Silver,Active
81070f74,Customer_259,31,Male,Single,<40K,California,Houston,Bronze,Active
bafdd360,Customer_260,53,Female,Divorced,80K-100K,New York,Los Angeles,Gold,Active
6b89e1b4,Customer_261,67,Female,Divorced,60K-80K,California,Miami,Silver,Active
6ea9f73c,Customer_262,39,Male,Divorced,<40K,New York,Houston,Silver,Active
bbc7ed06,Customer_263,42,Male,Married,>100K,Florida,Chicago,Gold,Active
88e15ac6,Customer_264,61,Male,Married,>100K,New York,Chicago,Silver,Active
a3f68acf,Customer_265,49,Female,Single,>100K,California,Chicago,Silver,Active
3e4f7b06,Customer_266,53,Female,Single,80K-100K,Texas,Chicago,Bronze,Inactive
563de278,Customer_267,40,Female,Single,80K-100K,New York,Los Angeles,Gold,Active
30fdca48,Customer_268,52,Male,Single,40K-60K,New York,Houston,Bronze,Inactive
1cb00099,Customer_269,18,Female,Divorced,80K-100K,California,Houston,Gold,Inactive
fb5d5151,Customer_270,45,Male,Divorced,60K-80K,Texas,Miami,Gold,Active
3b5c26a8,Customer_271,50,Female,Divorced,>100K,New York,Miami,Gold,Inactive
9898c8df,Customer_272,71,Female,Married,>100K,New York,Chicago,Bronze,Active
ecd7aa84,Customer_273,22,Female,Married,<40K,Texas,Los Angeles,Gold,Active
b6e8e6b8,Customer_274,20,Female,Divorced,>100K,Florida,Chicago,Silver,Inactive
78a1ab64,Customer_275,19,Male,Single,60K-80K,Florida,Houston,Bronze,Inactive
b33f36c6,Customer_276,73,Female,Single,60K-80K,New York,Chicago,Bronze,Inactive
0f3fa8cd,Customer_277,66,Male,Divorced,<40K,New York,Los Angeles,Gold,Inactive
0e6527df,Customer_278,37,Female,Married,60K-80K,Texas,Los Angeles,Bronze,Inactive
6734b3d1,Customer_279,72,Female,Married,80K-100K,Florida,Chicago,Gold,Active
e64c4dd6,Customer_280,39,Female,Single,>100K,Texas,Los Angeles,Gold,Inactive
aa0045ad,Customer_281,70,Female,Single,40K-60K,Texas,Miami,Silver,Active
6343bb1e,Customer_282,36,Male,Divorced,60K-80K,California,Dallas,Silver,Active
994c5db4,Customer_283,52,Male,Married,60K-80K,Florida,Miami,Bronze,Active
69e99aa0,Customer_284,67,Male,Single,40K-60K,New York,Miami,Silver,Active
d2cbe156,Customer_285,30,Male,Divorced,<40K,Texas,Houston,Silver,Active
c1c321c8,Customer_286,40,Male,Married,<40K,Texas,Chicago,Silver,Inactive
8139b246,Customer_287,49,Female,Single,80K-100K,Florida,Chicago,Gold,Inactive
db0ca082,Customer_288,25,Male,Single,>100K,New York,Dallas,Bronze,Inactive
6e67059e,Customer_289,58,Female,Married,>100K,Florida,Dallas,Gold,Inactive
d2bc80e5,Customer_290,58,Male,Married,60K-80K,California,Los Angeles,Bronze,Inactive
ea0a3012,Customer_291,23,Male,Married,<40K,Texas,Miami,Bronze,Inactive
8826969d,Customer_292,31,Male,Married,80K-100K,Illinois,Miami,Bronze,Active
e3b8dfe6,Customer_293,53,Male,Single,<40K,Florida,Houston,Gold,Inactive
932ab7e7,Customer_294,36,Female,Divorced,<40K,Illinois,Houston,Gold,Active
8528c618,Customer_295,35,Female,Divorced,40K-60K,Illinois,Los Angeles,Gold,Active
21e7b5c0,Customer_296,68,Female,Single,60K-80K,New York,Chicago,Gold,Active
a67a1274,Customer_297,39,Female,Married,40K-60K,California,Los Angeles,Silver,Inactive
da434e5b,Customer_298,59,Male,Married,>100K,California,Los Angeles,Gold,Active
5383ad03,Customer_299,47,Female,Married,40K-60K,Florida,Chicago,Gold,Active
e69a7971,Customer_300,53,Male,Married,<40K,Texas,Chicago,Silver,Inactive
608797ef,Customer_301,39,Male,Divorced,60K-80K,Illinois,Houston,Silver,Active
1d56ffe1,Customer_302,38,Female,Single,80K-100K,Illinois,Houston,Bronze,Active
2ec86133,Customer_303,34,Male,Single,>100K,New York,Dallas,Bronze,Inactive
abeee84d,Customer_304,57,Female,Divorced,<40K,New York,Houston,Silver,Active
d9b1820b,Customer_305,44,Female,Single,60K-80K,Illinois,Los Angeles,Silver,Active
f4380f11,Customer_306,22,Female,Married,<40K,California,Los Angeles,Gold,Inactive
d32f2300,Customer_307,21,Female,Single,40K-60K,California,Houston,Gold,Active
6aa4aa47,Customer_308,37,Male,Married,60K-80K,New York,Houston,Gold,Inactive
f0871439,Customer_309,56,Female,Single,80K-100K,New York,Los Angeles,Bronze,Active
d6bde9ad,Customer_310,49,Female,Divorced,>100K,Texas,Los Angeles,Silver,Inactive
4df90afa,Customer_311,64,Female,Divorced,80K-100K,New York,Dallas,Bronze,Inactive
f619896a,Customer_312,42,Male,Divorced,80K-100K,New York,Houston,Silver,Active
8665863a,Customer_313,27,Male,Married,>100K,Texas,Dallas,Bronze,Inactive
c686888e,Customer_314,19,Male,Single,<40K,Florida,Miami,Gold,Inactive
a9fb7982,Customer_315,47,Male,Married,80K-100K,Florida,Miami,Bronze,Active
1237cee2,Customer_316,68,Female,Married,>100K,Florida,Houston,Bronze,Inactive
da46b73c,Customer_317,59,Female,Divorced,40K-60K,New York,Miami,Bronze,Active
0de0fd57,Customer_318,64,Female,Divorced,>100K,New York,Chicago,Gold,Inactive
c1ca591c,Customer_319,22,Male,Single,>100K,New York,Los Angeles,Bronze,Active
04b1708d,Customer_320,18,Male,Single,80K-100K,New York,Houston,Gold,Active
